id,name
1001649855,Giant Magnet
1001653705,Futurecycle
100469994,Danger Mace
100472063,Sharp Looking Hat - the Gear
100472084,Agent 99's Laser Goggles
101078350,Holiday Ham
101078524,The Overseer's Bow
101078559,Icy Arctic Fowl
101079008,Fancy Skateboard
101106419,Farmer's Revenge
101106464,Battle Bottle
101110605,Gravity Disruptor
101191388,Dual Illumina
1016183873,Golden Magic Carpet
1016184293,Coffee Cruiser
1016512413,Tiger Warrior Club
101734094,Korblox Flying Oblivion Horn
101854660,2013 Firework
102705386,Earth's Might Staff
102705402,Super Freeze Cannon
102705430,Incinerator 6000
1030943683,Roblox Pom-Poms
103234296,Redrune Raider
1033136271,Interplanetary Light Sword
1033137155,Deluxe Green Roped
103338520,ROBLOXIAN Damage Orb
103358098,Tom's Beans
103359953,Shadow Sword
1046322934,Megagavel
1046323916,Motherboard Sword
104642522,Roped
104642550,Duck
104642566,Fake C4
104642700,Gear suppressor 777
104642700,Gear suppressor 777 
10468915,ROBLOX Classic Brigand's Sword
10469910,Orc Blade
10472779,Bloxy Cola
10510024,Board With a Nail in It
105189286,Furno's Sword and Shield
105189783,Trollamon
105289761,Beast Claws
105351545,Dragon's Blaze Sword
105351748,Kittypult
1060280135,Evil Knight Sword
1060282245,Forest Bow and Arrow
106064315,Noxious Chocolate
106064469,Year of the Snake Lantern
106701564,Wizards of the Astral Isles: Rat Plague Summoner
106701619,Wizards of the Astral Isles: Frog Transformer
106701659,Wizards of the Astral Isles: Pegasus
106701702,Wizards of the Astral Isles: Limb Stretching Spell
10727852,Witches Brew
10730984,Black Iron Mace of Pwnage
107458429,Throwing Spork
107458461,Noobcaik
107458483,"Pompous, the Cloud"
107458531,Grim Axe
1074738432,Gigantic Bat Wings
1074742019,Mr. Wing
10758456,Bluesteel Claw
10760425,Staff of Sparks
1076255449,Hulk Hands
108149201,Dark Falchion
108153884,Lucky Clover Hammer
108155504,Hot Wheels Spin Shotz Disc
108158439,Amerisword
10831489,Fencing Foil
10831509,Knight's Sword
1084980039,Hognob
1088051376,Skeleton BattleAxe
1088051790,Skele-chucks
10884288,War Rocks
108875151,Golden Katana of Destiny
108875216,Implosion Bomb
108875237,Sapphire Rapid Fire Shocker
108899214,Nerf Shoes
10910681,Pirate Cutlass
109583822,Leprechaun Harp
109583846,Fairy Axe
1103012605,Spider Horde
110704033,Badblox Hatchling - Hatched Egg of Duty
110789105,RAIG Table
11115851,Shadowy Ninja Star of the Silent House
1117743696,Anti-Vampire Stake
1117745433,Giant Kaiju Arms
111876831,April Showers
112591865,Deluxe Beach Ball
1132884456,Chopper Broom
1132887630,8-Bit Pumpkin Launcher
113299556,Ultraviolet Laser Oculus
113299590,Orbital Piano Strike
113328094,Lightblox Jar
11373617,Staff of the Woodlands
11377306,Silver Ninja Star of the Brilliant Light
114020480,Pretty Pretty Princess Scepter
114020480,Pretty Pretty Princess Sceptor
114020505,Knights of RedCliff: Battle Horn 
114020538,Astral Cloak of Transportation
11419319,Healing Potion
11419882,Red Stratobloxxer
1144845319,Neon Star Fighter Blaster
11450664,Slateskin Potion
1145080014,Heedless Horse
11452821,Claymore
11453385,Katana
114687223,Cinco de Mayo Piñata
114687223,Cinco de Mayo Piñata 
114687236,Double Damage Frog
114687251,Angry Attack Squirrel
114690870,Dual Plungers
1149193097,Valentine’s Throwing Stars
1149579825, Winged Guitar
115377964,Laser Finger Pointers
11563251,Fuse Bomb
116040770,Flashlight
116040789,Mechatronic Spider
116040807,ROBLOX World Tour Lightning Guitar
116040828,ROBLOX World Tour Hot Air Balloon
116055112,Ogre Friend
116693694,Amerilaser Blaster
116693715,Memorial Day Fireworks
116693735,Fang Of Anansi
116693764,Historic 'Timmy' Gun
11719016,Blow Dryer
117498775,Beehive
117498793,Poisonous Butterfly
117498849,Wasp Wings
1178843200,Jumanji Rhino
1180417820,Neon Laser Launcher
118281463,Land Shark Shooter
118281490,Seahorse
118281529,Harpoon
118281609,Squid Ink Bomb
1183007014,BB-8
11885154,Rolling Pin
11895536,Bloxilicious Bubble Gum
119101539,Regeneration Coil
119101643,Cool Story Air Conditioner
1191128759,Ram Mount
1191143111,Battle Elk Mount
1191149773,Falcon-Pack 9000
11956382,Police Baton
119917556,Chalk Sword
11999235,Spec Alpha Biograft Energy Sword
11999247,Subspace Tripmine
11999279,XLS Mark II Pulse Laser Pistol
120307951,Noir Periastron Psi
120749452,American Rockets 1776
120749494,Bald Eagle
120749494,Bald Eagle 
120749528,Chiefjustus Gavel
1208300973,Rey’s Lightsaber
1213389922,Magical Reindeer Throwing Wreath
121385193,Rubber Chicken Launcher
121385230,Stinky Underwear Launcher
121385262,Zombie Dog
121385328,Super Strong Man
12145515,Wooden Sword
1215506016,Frozen Halberd
1215515248,Frozen Throwing Knives
12187319,Sword of the Highlander
12187348,Ronin Katana
12187431,Sand Tempest Scimitar
121925044,Bombo's Bow and Arrow
121946387,Bombo's Survival Knife
122278149,Ro-torcycle
122278207,Punk Wrist Cuff
122278276,iLift
1230024287,Instant Snowman
1230839551,Ferdinand
123134886,BLOXY 2013
123234510,Instant Campfire
123234545,Camping Lantern
123234673,Camping Machete
1241156683,Swordfish Sword
124126528,Seranok's Golden Chalice of Fame
124126871,Newtrat's Tuskinator
124128001,stickmasterluke's Stick of Power
1241585055,Elf Launcher
1241585476,Speedy Snow Boots
1241586091,Spell Book of Ice Cold Revenge
1241587075,Personal Plane
124472052,Riptide
125013769,Linked Sword
125013799,Battle Slingshot
125013849,Taxi
12504077,Electric Blue
12547976,Space Sandwich
12562495,R-80
1258015236,2018 Fireworks
1258015943,2018 Noisemaker
125859385,Big Apple Launcher
125859483,NY Pizza Frisbee
126704033,Chupacabra
126719093,Not-so-friendly Ghost
126719120,Giant Ape Arms
127506105,Korblox Mage Staff
127506324,Overseer's Axe
127506364,Knights of Redcliff: Deluxe Sword and Shield Set
12775410,Double Bladed Hand Axe
128160832,PE Whistle
128160929,Book Worm
128162639,Emerald Knights of the Seventh Sanctum Spellbook
128162713,Emerald Knights of the Seventh Sanctum Staff
12848902,Teddy Bloxpin
12890798,Teddy Trap
12902404,Bundle of TNT
12909278,Banjo
129471121,Trololo Cape of Invisibility
129471151,ROBLOX Invisicar
129471151,ROBLOX Invisicar 
129471170,Vanishing Ninja Star
130112971,Trilaser Bow
130113061,Hyperbike
130113146,Hyperlaser Gun
1304339797,Giant Ninja Star
1304344132,Ninja Battle Hog Mount
130925426,Super Tone Cape
13206856,Jungle Guitar
13206887,Spooky Guitar
13206984,Wooden Club
13207169,Stone Hammer
1320966419,Dragon Warrior Spear
1320966824,Dragon Companion
1340206957,Black Hole Sword
13477890,Pirate Juice
13478015,Skele-tar
135949859,Walking with Dinosaurs Speed Egg
135949859,Walking with Dinosaurs Speed Egg 
1360078533,Red Hover Roped
136170437,Unfriendly Turkey Friend
136213778,Legendary Ice Club
1363020083,Black Panther - Claws
13745494,Turkey Leg
1380774367,Steampunk Hoverboard
1380788230,Steampunk Slasher
13838639,Atomic Disintegrator 3100
13841367,Ninja Guitar
138761013,Sparkle Time Lump of Coal
139578061,Smashing Drum
139578136,Sword of Swords
139578207,Tri-Laser 333
139586244,Cloud 9 Snowboard
1402292509,Year of the Dog Lantern
1402292509,Year of the Dog Lantern 
1402322831,Sword of Heartsongs
1402445648,Giant Ice Bow
1402446243,Golden Dreams Convertible
1402452608,Tiny Elephant
140821168,Cloud 9 Snowball Launcher
14131296,Machete
14131602,Pirate Hook
141759818,Sleep Wand
142498104,Hockey Stick
143517948,Mr. Peabody & Sherman's WABAC Machine
143606297,Team ROBLOX Bobsled
143606363,Hot Chocolate Launcher
143606407,Team ROBLOX Skis
144510568,Skull Cutlass
14492601,4-String Roblocaster Premiere Guitar
14516975,Super-G LS33 Disruptor
146047188,Presidential Vampire Slaying Ax
146047220,Quill of the President
1466353882,"Lex, the Elf Warrior's Sword"
1469849512,Red Carpet Hoverboard
1469850646,Director's Clapboard
1469987740,The 5th Annual Bloxy Award
147143821,Orinthian Axe
147143848,Flaming Mace
147143863,Darkest Arts Sword
14719505,Cavalry Sabre
147937284,Disco Ball
147937415,Mardi Gras Necklace Shooter
14864611,Compass
148791414,Pi RAIG Table
148791460,Pi Transmorpher
1492225511,Throwing Bolts
149222558,Five Kingdoms: Sky Raiders
149612167,Lucky Laser Gun
149612243,Sword of Unvanquished Snakes
150363993,Spring Sunshine
150366274,Dual Gravity Coil
150366320,Spring Crossbow
150366351,Spring Launcher
150980377,Trophy of Wheeled Participation 2014
151292047,Staff of Staff
151311761,jmargh's Arm Cannon
15176169,Caltrops
15177716,Taco
15179006,Helen The Hiphipapotamus
152173291,Opened Violet  Basket of Equal Cosmic Time
152187198,Red Rock Star Guitar
152187198,Red Rock Star Guitar 
152233094,The Drop
152233381,Sleepy Song Bird
152233381,Sleepy Song Bird 
152660258,Opened Hazardous Basket of Major Oversight
152823669,Common Egg Compass 2014
152824068,Rare Egg Compass 2014
152971952,Opened Retro Egg Basket of I Has
1536052210,Gem Egg Claymore
1536053426,Hard Boiled Roadster
153939226,Wild Bunny Horde Attack
15397778,First Aid Kit
15470183,Goblet
15470222,Gridiron Guitar
15470359,Elegant Blade
154727201,Exploding Lab Table
154727251,Super Speedy Purple Potion
154727343,Lightning Wand
154727487,Evil Green Science Goo
155662051,Ghost Ship
155662087,Anchor Cannon
155696189,Skipper Seal
1560600467,Combat Mop
1560608167,Inflatable Sword
156467855,Korblox Bone Mace
156467926,Knights of the Splintered Skies: Sword
156467963,Redcliff Ballista
15668963,Geolocator
157205782,Steam Engine
157205818,Metal Cog Shuriken
157205831,Steampunk Jetpack
157205837,Steamgun
15731350,Leland the Lolturtle
158069071,Rainbow Katana
158069110,Poisoned Skeleton Scythe
158069180,Dual Venomshanks
1587175338,Orinthian Crossbow
159199218,Laser-saw
159199229,Bruin Mount
159229806,Rainbow Periastron Omega
15932306,Starblox Latte
15970544,Harbinger of Fimbulwinter
15973049,Protest Sign: We Want User GUIs Now!
15973059,Protest Sign: We'd Rather Have User GUIs Later...
160189629,DarkAge Bo Staff
160189720,Donut Danger
160189871,Ninja Claws
160198008,Dynamically Lit Bow and Arrow
160198363,Dynamically Lit Sword
160198658,Midnight Sword
160199141,ROBLOX Blimp
1609498185,Red Laser Scythe
161216321,Homemade Wings
161220552,Bundle of Fireworks
161230469,Watermelon Launcher
161282711,Patriot's Monster Truck
16200204,Part Dragger
16200420,Material Tool
16200508,Surface Tool
16201421,Reset Tool
16214845,Cake
162857357,Portable Beach
162857391,Endless Summer Fireworks
162857422,The Big One!
163348575,Classic Plane
163348758,Victrola
163348987,Cymbals
163350265,Ye Olde Fire Breath Potion
163351579,Killer Bee Launcher
163352376,Personal UFO
163353363,Breakfast Gun
163354553,Bluesteel Midas Hand
163355404,8-Bit Phoenix
163355764,Rotten Rocky's Guitar
163488515,The 7D’s Grumpy
163995460,NobleDragon's Noble Dragon
164015715,Cartoon Network Skateboard
164174293,Protest Sign: Explode the Fireworks
164174394,Protest Sign: Save the Fireworks
164207842,Pool Noodle
16433862,Bat Sword
16435306,Protest: More Gear Nao
164369961,Magic Beach Towel 
1645056094,Bad Seed
1665544157,Lillian's Moonglaive
16688968,Gravity Coil
16722267,Moneybag
16726030,Cheezburger
1678314358,Crystal Blade: Amethyst Attack
1678349400,Radical Purple Keytar
168140516,Breath of Fire
168140813,Flaming Halberd
168140949,Dragon's Flame Sword
168141301,Ice Dragon Slayer
168141496,Bladed Tutu
168142394,Dual Bacon Daggers
168142620,Boxing Glove Launcher
168142869,Death Run 2 Shoes
168143042,Galactic Laser Gun
16924676,Tic Tac Toe Board
169602010,Merely's Web Slinger
169602103,Seranok's Rocket Jumper
169602388, Intern Racing Chair 2014
169602388,Intern Racing Chair 2014
169669671,Stravant's Lightning
16979083,Flashbang
16986649,Granny's Crossbow
16986805,Pumpkin Pi
16987194,Cursed Mummy Friend
1708354246,Pinata Mount
1708355542,Racing Tractor
170896571,Red Hyperbike
170896941,Foul Poison Fowl
170897263,Mad Murderer Knife
170902990,Mad Morning Star
170903216,Pizza Delivery Vehicle
170903610,Intergalactic Sword
170903868,Taco Launcher
172246669,Paintball Pro
172246820,Paint Grenade
172248941,Penguin Power Pet
172298750,Dragonheart Sword & Shield
17237662,Bloxiade
17237675,Captain's Flintlock
173751087,ALS Ice Bucket Challenge
173755801,Diamond Blade Sword
