id,name
10730984,Black Iron Mace of Pwnage
51302649,Knights of the Splintered Sky: Sword and Shield
44116233,Megaphone
63253701,Skelefriend
2436000243,Newt’s Magical Case
315565799,Electrowarrior Boomerang
59848474,Korblox Deathspeaker's Spell Book
236442380,Gear Recycler
59806354,Korblox Evil Eye
31314931,Epicsauce
164174394,Protest Sign: Save the Fireworks
95258660,Explosive Spy Pen
65469882,Fist of Schoolage - Level Up Exclusive
1829110586,Ferocious Mr. Fox
73232803,Dragon Slayers Sword and Shield
168140949,Dragon's Flame Sword
18446258,Native Bear
136170437,Unfriendly Turkey Friend
160198658,Midnight Sword
341109697,DarkAge Shuriken
104642550,Duck
201756469,Smashing Guitar
27245855,Green Gremlins Paintball Gun
147143821,Orinthian Axe
82357079,Riot Shield and Billy Club Set
236438668,Crossbow of the Sea
15179006,Helen The Hiphipapotamus
361950795,Golden Roped
172246820,Paint Grenade
160198363,Dynamically Lit Sword
82357123,Laser Electrocutor
537435862,Pua 
16986805,Pumpkin Pi
183355817,Speedy Shoes
503957396,Deluxe Coil Gun
88146497,Clown Bomb
128160929,Book Worm
76170471,Hedgehog Friend
54694324,Saw Sword
85145662,Lunar Lander 2D Game
163351579,Killer Bee Launcher
46846115,Ninja Jump Potion
58574445,ROBLOX Portable Game System (RPGS)
639343572,Plunger Bow and Arrow
29532138,Bloxxy Radar
73799348,The Axe of Undoing: A Walmart Exclusive
94119269,Molecular Atomizer
29100543,Water Balloon
114020505,Knights of RedCliff: Battle Horn 
295460073,Plunger Launcher
252564167,Gamer’s Guide Controller
346685995,Alpaca Mount
26673760,Mariachi Guitar
233520425,iLift Two
243007180,HEX Spitter
53623322,Sorcus' Sword of Judgement
845518976,Scuba Gear Starfish
72644644,Quantum Entangler
21445765,Crowbar
16200508,Surface Tool
12775410,Double Bladed Hand Axe
42200159,Sno-Fuse Bomb
107458429,Throwing Spork
113328094,Lightblox Jar
1402452608,Tiny Elephant
1084980039,Hognob
88143166,Vaulting Pole
109583822,Leprechaun Harp
183665698,Orbital Violin Strike
79736586,Ruyi Jingu Bang - A Walmart Exclusive
435116927,Katana of the Golden Snake
846794018,Bluesea Soarer
22960435,Protest Sign: Noobs
37347081,Acursed Mummy Hand of Head Shot
108875216,Implosion Bomb
359179120,Midnight Motorcycle
19111894,Wood Cabin Snowglobe
23532796,Lava XD
144510568,Skull Cutlass
257343597,Neon Octopus Cannon
2535102910,R0b0-Penguin
99254358,Are200's ROBLOX Tablet
1001649855,Giant Magnet
110789105,RAIG Table
21802000,Sword of Nefertiti
89487934,Medusa Head
1117745433,Giant Kaiju Arms
537374622,Old Timey Hot Air Balloon
103359953,Shadow Sword
1380774367,Steampunk Hoverboard
156467926,Knights of the Splintered Skies: Sword
122278207,Punk Wrist Cuff
83021250,The Fiery Sun
129471170,Vanishing Ninja Star
164015715,Cartoon Network Skateboard
151311761,jmargh's Arm Cannon
106701619,Wizards of the Astral Isles: Frog Transformer
69210321,Hades Staff of Darkness - A Gamestop Exclusive
88885268,Discus 2012
15177716,Taco
11885154,Rolling Pin
14131296,Machete
2646379006,Yeti Hunter Spear
29345958,Vuvuzela
2620452349,Jingle Bell Launcher
178076989,Exploding Heart
230758501,Opened Korblox Basket of the Frozen Dark
97932897,d4rk886's ROBLOX Tablet
31839337,Torch
158069110,Poisoned Skeleton Scythe
1016183873,Golden Magic Carpet
121385328,Super Strong Man
